Unnamed: 0,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
5199,barry manilow,i write the songs,1973,pop,alive forever write song word melodies music write songs write songs world sing write songs special things write songs young girls write songs write songs home lie deep place soul look eye young write songs world sing write songs special things write songs young girls write songs write songs music make dance give spirit write roll music fill heart real fine place start worldwide symphony write songs world sing write songs special things write songs young girls write songs write songs write songs world sing write songs special things write songs young girls write songs write songs music write songs,100,0.0005370569301042,0.0005370569761373,0.1002008393900561,0.0005370569313704,0.0005370569280344,0.0005370569287068,0.0005370569354686,0.0005370569647272,0.0005370569622467,0.6208509761951858,0.0005370569395919,0.0162734186119228,0.0663978259943289,0.1381982818055797,0.0329506128855783,0.0005370570517517,0.2201884544568396,0.6407455836730507,0.8433733367202176,0.0006194331983805,0.2961665292662819,0.3453248990358857,music,0.6714285714285714
6411,elkie brooks,pearl's a singer,1977,pop,singer stand play piano nightclub singer sing songs lose lonely entertain folks sing songs tell joke nightclub singer winner contest singer record play week local radio want grable sit beer stain table dream things dream come true singer stand play piano nightclub singer sing songs lose lonely entertain folks sing songs tell joke nightclub singer stand play piano nightclub singer sing songs lose lonely entertain folks sing songs tell joke nightclub,71,0.0011198208645566,0.001119820917317,0.0011198208717409,0.0011198208459971,0.0011198208288871,0.0011198208512259,0.001119820890978,0.1330427578199453,0.0011198208639694,0.5702320095120899,0.1604847081374414,0.0011198208496767,0.001119820836403,0.0011198208412044,0.0011198208903804,0.0011198208286675,0.494205566987978,0.6557700689690535,0.6044172735113188,0.0,0.4095218466611707,0.2392154790019467,music,0.6142857142857143
64374,yellowman,king inna the jungle,1982,reggae,season type version music catch swing chip plug bet close walk dream need scheme hear scream hifi download live stream season dedicate ragamuffin dedicate massive dedicate jungle posse dedicate punk scene echo ring california clear germany come stylee bomb design laboratory know version city maximum respect junior referee respect prop rocker everybody praise almighty shout qmaxx special livication rankin coolie request mista rhee dedicate york posse season kick nonstop head come talk dead test step crew cause type pull shoot bust know lyrical bakkle shouldn physical talk bout style original hear laugh hysterical list ripoffs order categorical ridims style lyric copy historical pirate irresistable versatile know style radical step inimitable damage terrible drop literal time parable scientific fact little equal opposite reaction kick detraction bakkle swing siddung riddim like ring live chant record bring ghanaian suit ting bring suit ting reiterate sound reverberate long decay year delay infinite repeat feel heat blast furnace spurn know burn cause earn turn concern business cause diss unrealistic expressions prowess prie know lie hide tan look whatcha gonna dedicate like count machouki dedicate reggae like yellowman sister season,184,0.000701754421776,0.138377251774767,0.0584949386584584,0.000701754434652,0.0007017544422754,0.0330866275226279,0.0007017544094333,0.1026584080557285,0.4316180139731636,0.1447393170866961,0.0007017544503298,0.000701754452595,0.0007017543911063,0.0464604304952737,0.0007017544354531,0.0007017544659942,0.8288746886169177,0.5495474707073815,0.0106415769493744,0.0,0.7701978565539983,0.3543341894161258,obscene,0.5428571428571428
44605,muddy waters,that's alright,1978,blues,close eye close eye deep breath open heart open heart whisper tell tell hold tight hold tight goodnight goodnight time lot time alright things gonna alright hold darling darling tell tell want pretend pretend alright close eye close eye deep breath open heart open heart whisper tell tell close eye close eye goodnight goodnight time lot time gonna alright things gonna alright hold darling darling tell tell darling heart soul,70,0.0008097166059292,0.0008097166271034,0.0008097166242682,0.0482952826059552,0.0008097166092787,0.0008097166037712,0.3544746510725272,0.1463306753354329,0.000809716609261,0.0008097166034228,0.0008097166059882,0.0008097166442237,0.0008097166038422,0.0940006111917942,0.2783753844633856,0.0008097165995512,0.3685692624282465,0.7253031818065276,0.4427705248700049,0.0009180161943319,0.6094394064303379,0.6035912232694354,romantic,0.6
27812,vern gosdin,i couldn't love you more,1983,country,wouldn mountain couldn climb smile like tear like rain add life feel feel grow stronger give need couldn love grow love have recall time guide amaze world feel feel grow stronger give need couldn love couldn love,37,0.0016447368514363,0.0016447368906776,0.5271394951084183,0.0016447369270774,0.001644737126075,0.0016447368752655,0.1633984731490698,0.0016447369917664,0.0016447368836018,0.001644736851929,0.0016447369407193,0.0630465883872684,0.0016447368700574,0.0748896247784784,0.0016447370508765,0.1224740442294446,0.4736272067583668,0.5269594646565647,0.3042161688917358,0.0003390688259109,0.3044105523495466,0.2752526405229072,world/life,0.5285714285714286
19389,ed sheeran,what do i know?,2017,pop,soapbox stand give stage guitar song daddy tell involve politics religions people quarrel paint picture scene know children know mean pass things family give understand positivity change world piano bass guitar grab beat away oneman university degree lord know everybody talk bout exponential growth stock market crash portfolios sit song write sing change world moment know change world moment know change world moment revolution come minute away people march streets today know hate balance razor blade paint picture scene know people follow dream reremember life fittin jeans understand positivity change world piano bass guitar grab beat away oneman university degree lord know everybody talk bout exponential growth stock market crash portfolios sit song write sing change world moment know change world moment know change world moment paint picture scene know future hand free spread understand positivity change world piano bass guitar grab beat away oneman university degree lord know everybody talk bout exponential growth stock market crash portfolios sit song write sing change world moment know change world moment know change world moment,173,0.0004144218897211,0.0663290770539146,0.4000093555739633,0.0004144218884871,0.0121234957030071,0.0377049489722866,0.0004144218927751,0.1566079535007037,0.137183156452569,0.1296345669283151,0.0004144219067199,0.0004144218994302,0.0383278713553284,0.0004144218924518,0.0179353555254313,0.0004144218825092,0.8407884761182715,0.7683255134220444,0.2520072811318083,0.0,0.8979802143446002,0.4924766419131408,world/life,0.0428571428571428
53295,eric clapton,got to get better in a little while (with j. j. cale),2016,blues,bring head demon peel skin face life lead inhuman cause effect disgrace sow seed nightmare hell prayers demons toll walk fate hand wait lightning strike wire bear brand wait lightning strike lightning strike twist dream form delusion collusion fear torment decimate stem contusion powermad freak intent sow seed nightmare hell prayers demons dead fell walk fate hand wait lightning strike wire bear brand wait lightning strike lightning strike spin world reel mankind stake leave break bleed fight sow seed nightmare hell prayers demons toll walk fate hand wait lightning strike wire bear brand wait lightning strike lightning strike lightning strike,100,0.0009930486835017,0.7156201092584278,0.0928916713773505,0.0911226731447216,0.0009930486657941,0.0009930486614236,0.0009930486873873,0.0009930486845704,0.000993048711726,0.0009930486769356,0.0854698157957701,0.0009930487164584,0.0009930487583833,0.0009930486893253,0.0009930487421206,0.0009930486772668,0.5992635113180982,0.7318924185319077,0.023492995474895,0.1923076923076923,0.7166117065127782,0.9139112252554832,violence,0.0571428571428571
37552,sturgill simpson,voices,2014,country,voice hear mountain dark pour acid like fountain memories like coal dust stain window eye question sell lie hear voice society depression recite impression rivers cry ocean speak water crash uncharted shore dark bleak wish somebody voice away talk picture word word dime know talk time sign time fork tongue voice curtain plot wicked scheme set fate mankind evil pretty sky cloud burn blind wish somebody voice away talk picture word word dime know talk time,76,0.000892060671088,0.3807044956762858,0.0008920606850553,0.0574339268851995,0.0008920606614688,0.0008920606724647,0.0008920606636239,0.1521689263328629,0.0008920606972848,0.0008920607398891,0.0516984991768461,0.1558091270242322,0.0008920606782167,0.0371340718082588,0.1198625308698558,0.0353757546170477,0.5537745044947471,0.6755121400917877,0.6044172735113188,0.0001872469635627,0.6187139323990106,0.3523321248871836,violence,0.0857142857142857
74404,survivor,the search is over,1984,rock,convince real blame doubt feel reachin girl know take grant friend live dream love moment take world style look eye forever search forever fall apart time confuse question heart follow change patiently till come sense miracle fate live dream love moment take world style look eye forever search stretch love lose break hearts victims game good luck finally strike like lightnin blue highway leadin hold say search come circle destinies love damn know certain live dream love moment take world style touch hand hear whisper search right eye,88,0.0006835270420672,0.021963836045374,0.4065998991022932,0.0006835270665698,0.0006835270097352,0.0006835270046355,0.1708225490056657,0.0006835270532649,0.05436070087578,0.0268928294166538,0.0377045824174001,0.0006835270547887,0.0006835270048953,0.0796189309876315,0.1568093765766101,0.0383920252627353,0.5039532113072674,0.5995692639027767,0.5923690686436432,0.0,0.128194558944765,0.3423218022424724,world/life,0.5142857142857142
75361,mötley crüe,time for change,1989,rock,hear kid tell lose talk world peace war streets line face deep yeah revolution reach touch overdue child change time change stay time change feel future hand youth lie tire fool tell future tarot card crime line face deep yeah revolution reach touch overdue child change tomorrow today,48,0.0012836970586294,0.1344350041920932,0.3070858494286225,0.0903463209548463,0.0509188581083452,0.0012836970610849,0.0639884540435281,0.1325567849654446,0.0012836971350602,0.0012836971124549,0.0012836971310633,0.0012836971092222,0.1007085329045954,0.0012836970813114,0.1058395271750786,0.0012836972645967,0.43030434311708,0.7713252826705638,0.0007981935724835,0.0017510121457489,0.3641797197032151,0.844839999006976,world/life,0.4428571428571428
14500,justin timberlake,(oh no) what you got,2002,pop,sneaky corner eye know watch tell encourage watch body keep move make weak start little secrets late come go baby charge girl hand hand rub girl hand hand feel girl hand hand rub girl hand hand tell baby tell want dance mind flirt honestly wanna spend night pass look look come work body keep move make weak make weak start little secrets yeah late come go baby charge oooh girl hand hand rub girl hand hand feel girl hand hand rub girl hand hand tell girl hand hand rub girl hand hand feel girl hand hand rub girl hand hand tell hand feel hand rub,105,0.0827224639168003,0.0005847953556256,0.0005847953413648,0.0762884544580153,0.0118131916915354,0.0398310390600698,0.3756907708100017,0.0005847953750751,0.0005847953594439,0.0005847953345666,0.0005847953787539,0.0660223552535772,0.000584795332687,0.2622240890639051,0.0005847953582313,0.0549404956744503,0.811545543160403,0.7354306079019561,0.2670675372164028,0.1639676113360323,0.9031327287716404,0.7837770308742373,romantic,0.2571428571428571
28778,dan seals,i will be there,1986,country,know long like tie strong undo restless remember smile face time place like light dark look heart stop stare time lonely feel lose thing show matter away follow smile face time place like light dark look heart stop stare cold night moonlight dreamin rise sunrise baby swear cause matter away follow smile face time place like light dark look heart stop stare time cold night moonlight rise sunrise baby,69,0.0337270890046524,0.000809716655231,0.0008097166744718,0.1251262006701246,0.0008097166022197,0.0008097166084187,0.0008097166175663,0.0008097166628122,0.0008097166246298,0.0008097166168618,0.0008097166284591,0.2722837829026995,0.0008097166077751,0.1800211041408115,0.3127504839349151,0.0008097166485777,0.6729123795082855,0.5967489680281004,0.0704809944588297,0.0,0.7753503709810387,0.4644477385079493,sadness,0.4857142857142857
503,the everly brothers,roving gambler,1958,pop,rove gambler gamble meet deck card money money money weeks fell pretty little girl fell fell fell take parlour cool whisper momma gamble gamblin gamblin daughter dear daughter treat leave dear mother gambler gambler gambler gamble gamble spain goin gamble game gamble game gamble game mother dear mother know gamble human tongue tell human tongue tell human tongue tell hear train acoming come round curve awhistling ablowing strain nerve strainin nerve strainin nerve mother dear mother tell comin gamble gamble gamble rove gambler gamble meet deck card money money money,90,0.0010121458132329,0.1566428228553074,0.0010121457613059,0.0010121457565737,0.0010121457502619,0.0293899769284507,0.1244617017376964,0.0784204728416229,0.3032899510301752,0.0010121457933176,0.1209499988881828,0.0010121457902357,0.1083718990891895,0.0411248605490739,0.0010121458165819,0.0010121457502375,0.397812195386115,0.4977309437735558,0.8855420537570822,9.787449392712552e-05,0.4744435284418796,0.2542309629690136,obscene,0.8857142857142857
79313,wavves,nine is god,2013,rock,bullet head finally pick lead know anxiety breathe push ledge holy holy truth come breathe inside lungs holy holy youth come feel bullet head finally pick lead know inside push ledge holy holy truth come breathe inside lungs holy holy youth come breathe inside lungs lungs lungs lungs lungs lungs lungs lungs lungs lungs lungs lungs,56,0.0958435682485334,0.6954943191371449,0.001879699360135,0.0018796992852407,0.0018796992664918,0.0018796992601329,0.0018796992564765,0.14442496214673,0.0018796992987598,0.0018796992827522,0.001879699391735,0.0018796992842927,0.0018796992550187,0.0018796992809332,0.0018796993492792,0.0360416610441672,0.3111664681035416,0.7939389277747865,3.0120512169188935e-07,0.7004048582995952,0.0760511129431162,0.9709700643303372,violence,0.1
47700,buddy guy,where is the next one coming from,1991,blues,lay heart soft girlfriend lie wife wife die drink hour want baby care comin comin folks thing comin gonna dance gonna sing comin little little comin check list comin know rough stuff baby care comin comin want gimme gimme gimme gimme gimme yeah want yeah comin comin comin want belly comin natural thing animalwhere comin tire comin bellyache come talk like fool dress like clown comin comin comin know know know know yeah comin comin comin comin comin comin comin comin comin,82,0.0426723565860011,0.0007412899224507,0.0007412898653271,0.000741289856217,0.0533565675977057,0.0565916971755362,0.0007412898729947,0.0810693072689388,0.5755855199535176,0.0181430744422596,0.0508798099471546,0.0007412898852949,0.0007412898539196,0.000741289881899,0.0268583802711454,0.0007412898478467,0.4346366294812087,0.7670179216983308,0.0286134825436571,0.2955465587044534,0.611500412201154,0.8648606442963984,obscene,0.4142857142857143
68042,l'entourloop,loneliness is always around,2009,reggae,love eye sit silent side go hold hand walk night hold hold tight lift touch teach heart help open mind proud best till time believe proud best heaven star wish time smile till life hold hold tight lift touch teach heart help open mind proud best till time believe proud best heaven believe light matter ease path lose proud high best till time believe sing best heaven stop spread wing wide,71,0.0007627765092885,0.0007627765265025,0.3493379595120022,0.0687962122731236,0.000762776507407,0.0007627766028588,0.230810467308951,0.000762776562167,0.0007627765254077,0.0179426229332612,0.0007627765662048,0.197738270700635,0.0670146436800659,0.0007627765318135,0.0400678263544356,0.0007627765868725,0.6869923101917037,0.7655052175473681,0.1214850617319897,0.0489878542510121,0.5156636438582027,0.6616510946087604,world/life,0.1571428571428571
67038,bargain music,i'm waiting,2003,reggae,song suppose suppose know say song gonna sing room solitarily morning feel like sleep walk pray wits say crazy little style lazy wait wait wait wait wait drop wait wait wait wait sweat copper complain life hasn hard live slum palaces gaurd think foot troubadour barely play guitar wait wait wait wait hop wait wait wait wait porch smoke blunt pawn music business game wouldn disagree blame pawn board stealthily turn fuck want wait wait wait wait wait stoli arrive wait wait wait wait long survive sock sock right groove loopty loopty,92,0.0007739938258201,0.0007739938655276,0.0602309226892618,0.4762268424885298,0.000773993810352,0.0443351918483139,0.0007739938102532,0.1229450187830736,0.1328638859387343,0.0910392221902007,0.0354532538481374,0.000773993838874,0.000773993812422,0.0007739938584779,0.0007739938675012,0.000773993921023,0.7162352431495722,0.6581545009358254,0.8895581220463072,0.0,0.6527205276174772,0.2031783174809864,night/time,0.2428571428571428
53902,all them witches,hjtc,2018,blues,watch breathe candle life confuse grow fill want stay grow slip gut want ride wave take right open gate lose holy grandeur life misuse grow fill want stay grow slip gut want ride wave take right open gate watch breathe candle life confuse,43,0.0015948963381802,0.0015948964656593,0.3055405216968322,0.0831948454761896,0.0015948963496755,0.001594896348636,0.0015948963455212,0.001594896362038,0.0015948963969589,0.0015948963374485,0.0015948965342944,0.0015948964485267,0.0015948963473976,0.0015948963428187,0.3370081706332882,0.0015948963318036,0.3230802556048955,0.6596159269799758,0.584336932065193,0.0321862348178137,0.0308120362737015,0.3253042537464633,sadness,0.0285714285714285
56334,bob james,so much in common,1970,jazz,look world look east baby come walk village priest feel change come go common strive end friends feel change come fourth go life blind want live easy baby pack clothe feel change come fourth go dream better things dream work come true whorish baby start lose mind object desire feel change come fourth go listen shaver read people tell blood land voice everybody money everybody beautiful clothe everybody flower single feel change come fourth go,75,0.1748265423831246,0.067449020041804,0.3430013529713811,0.0008223684553734,0.0451731303602173,0.0008223684820217,0.0008223684461314,0.0008223684941596,0.0008223685060421,0.0008223685026638,0.1238009889010104,0.0008223684600013,0.0327993874424253,0.0385899573239846,0.000822368459908,0.1489139716989606,0.6631647351889961,0.508832653898418,0.3845375346762396,0.8350202429149797,0.584707337180544,0.3933744477304995,world/life,0.7142857142857143
